player_id,match_id,minutes_played,goals,assists,total_shots,xg,xa,shots_on_target,successful_dribbles,big_chances_missed,touches_opposition_box,touches,accurate_passes,accurate_passes_percent,chances_created,final_third_passes,accurate_crosses,accurate_crosses_percent,accurate_long_balls,accurate_long_balls_percent,tackles_won,interceptions,recoveries,blocks,clearances,headed_clearances,dribbled_past,duels_won,duels_lost,ground_duels_won,ground_duels_won_percent,aerial_duels_won,aerial_duels_won_percent,was_fouled,fouls_committed,saves,goals_conceded,xgot_faced,goals_prevented,sweeper_actions,gk_accurate_passes,gk_accurate_long_balls,dispossessed,high_claim,corners,saves_inside_box,offsides,successful_dribbles_percent,tackles_won_percent,xgot,tackles,start_min,finish_min,team_goals_conceded,penalties_scored,penalties_missed,top_speed,distance_covered,walking_distance,running_distance,sprinting_distance,number_of_sprints,defensive_contributions
241,25-26-champions-league-benfica-vs-chelsea,90,0,0,0,0.0,0.05,0,0,0,0,81,60,0.0,2.0,9,0,0.0,2,0.0,0,2,7,0,1,1,3,9,7,9,0.0,0,0.0,2,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,7,0,96,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,25-26-champions-league-benfica-vs-chelsea,90,0,0,0,0.0,0.0,0,0,0,0,39,24,0.0,0.0,5,0,0.0,7,0.0,0,0,4,0,0,0,0,0,0,0,0.0,0,0.0,0,0,3,0,0.56,0.56,0,24,7,,0,0,0,0,0.0,0.0,0.0,0,0,96,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,25-26-champions-league-benfica-vs-chelsea,90,0,0,0,0.0,0.02,0,0,0,0,96,79,0.0,0.0,6,0,0.0,4,0.0,0,1,2,1,7,4,1,2,1,0,0.0,2,0.0,0,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0,96,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,25-26-champions-league-benfica-vs-chelsea,81,0,0,0,0.0,0.01,0,2,0,0,49,30,0.0,0.0,2,0,0.0,0,0.0,0,2,4,0,0,0,0,5,4,4,0.0,1,0.0,0,3,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,2,0,80,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,25-26-champions-league-benfica-vs-chelsea,90,0,0,1,0.03,0.48,0,0,0,0,73,46,0.0,1.0,8,1,0.0,2,0.0,0,0,4,0,2,2,3,8,7,7,0.0,1,0.0,4,2,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,3,0,96,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,25-26-champions-league-benfica-vs-chelsea,90,0,0,0,0.0,0.11,0,0,0,3,63,27,0.0,2.0,7,0,0.0,1,0.0,0,0,2,0,1,1,1,7,4,5,0.0,2,0.0,0,1,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,5,0,96,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,25-26-champions-league-benfica-vs-chelsea,90,0,0,2,0.08,0.14,0,1,0,3,49,19,0.0,2.0,0,2,0.0,0,0.0,0,0,5,0,1,0,1,4,5,3,0.0,1,0.0,0,1,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,2,0,96,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,25-26-champions-league-benfica-vs-chelsea,54,0,0,1,0.02,0.01,1,0,0,1,32,17,0.0,0.0,2,0,0.0,0,0.0,0,1,3,0,1,0,0,5,2,5,0.0,0,0.0,3,2,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.02,2,0,54,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,25-26-champions-league-benfica-vs-chelsea,61,0,0,2,0.1,0.03,0,0,0,4,36,22,0.0,0.0,0,0,0.0,0,0.0,0,0,4,0,0,0,1,3,2,3,0.0,0,0.0,2,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,1,0,61,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,25-26-champions-league-benfica-vs-chelsea,61,0,0,1,0.12,0.01,1,0,0,1,15,8,0.0,0.0,1,0,0.0,1,0.0,0,0,0,0,3,1,0,1,1,0,0.0,1,0.0,0,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.73,0,0,61,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,25-26-champions-league-liverpool-vs-galatasaray,62,0,0,2,0.2,0.68,1,2,0,3,22,9,0.0,3.0,1,3,0.0,0,0.0,0,0,1,0,1,1,0,4,1,4,0.0,0,0.0,1,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,1,0,62,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,25-26-champions-league-liverpool-vs-galatasaray,90,0,0,2,0.19,0.02,0,0,1,4,84,52,0.0,0.0,12,0,0.0,3,0.0,0,2,4,0,14,10,0,10,5,0,0.0,10,0.0,0,2,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0,91,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,25-26-champions-league-liverpool-vs-galatasaray,90,0,0,0,0.0,0.09,0,2,0,1,86,61,0.0,1.0,6,0,0.0,4,0.0,0,0,6,0,1,0,0,11,9,10,0.0,1,0.0,5,2,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,3,0,91,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,25-26-champions-league-liverpool-vs-galatasaray,90,0,0,0,0.0,0.1,0,0,0,2,105,81,0.0,1.0,14,0,0.0,6,0.0,0,1,2,0,6,3,0,3,1,0,0.0,3,0.0,0,1,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0,91,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,25-26-champions-league-liverpool-vs-galatasaray,22,0,0,2,0.07,0.07,0,0,0,0,31,19,0.0,0.0,3,1,0.0,0,0.0,0,2,1,0,1,1,0,1,0,1,0.0,0,0.0,1,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,68,91,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,25-26-champions-league-liverpool-vs-galatasaray,62,0,0,0,0.0,0.02,0,0,0,0,52,41,0.0,0.0,6,0,0.0,1,0.0,0,0,6,0,1,0,2,1,5,1,0.0,0,0.0,1,2,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0,62,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,25-26-champions-league-liverpool-vs-galatasaray,56,0,0,0,0.0,0.0,0,0,0,0,24,14,0.0,0.0,0,0,0.0,1,0.0,0,0,6,0,0,0,0,0,0,0,0.0,0,0.0,0,0,3,1,1.01,0.01,0,14,1,,1,0,0,0,0.0,0.0,0.0,0,0,56,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,25-26-champions-league-liverpool-vs-galatasaray,90,0,0,3,0.37,0.55,1,1,0,3,57,32,0.0,2.0,5,1,0.0,2,0.0,0,0,4,0,0,0,2,4,9,4,0.0,0,0.0,2,1,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.44,1,0,91,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,25-26-champions-league-liverpool-vs-galatasaray,90,0,0,1,0.04,0.11,0,0,0,1,78,49,0.0,1.0,5,2,0.0,5,0.0,0,0,7,0,1,0,1,2,7,2,0.0,0,0.0,0,1,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,2,0,91,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,25-26-champions-league-liverpool-vs-galatasaray,90,0,0,2,0.27,0.01,0,0,0,5,60,35,0.0,0.0,4,0,0.0,0,0.0,0,0,1,1,1,0,0,3,4,2,0.0,1,0.0,0,2,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,2,0,91,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661,25-26-champions-league-liverpool-vs-galatasaray,68,0,0,2,0.52,0.01,1,0,2,6,29,12,0.0,0.0,2,0,0.0,0,0.0,0,0,2,1,2,1,0,3,4,2,0.0,1,0.0,0,1,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.32,2,0,68,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,25-26-champions-league-liverpool-vs-galatasaray,28,0,0,1,0.07,0.01,0,0,0,1,31,15,0.0,0.0,1,0,0.0,1,0.0,0,0,4,0,1,1,0,0,4,0,0.0,0,0.0,0,1,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,62,91,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,25-26-champions-league-liverpool-vs-galatasaray,34,0,0,0,0.0,0.0,0,0,0,0,18,13,0.0,0.0,1,0,0.0,1,0.0,0,0,3,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,1,13,1,,0,0,0,0,0.0,0.0,0.0,0,56,91,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,25-26-champions-league-liverpool-vs-galatasaray,62,0,0,0,0.0,0.4,0,0,0,6,35,14,0.0,2.0,1,1,0.0,0,0.0,0,0,2,0,0,0,0,2,7,1,0.0,1,0.0,1,1,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0,62,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,25-26-champions-league-liverpool-vs-galatasaray,28,0,0,0,0.0,0.02,0,0,0,0,19,9,0.0,0.0,1,0,0.0,0,0.0,0,0,1,0,0,0,1,2,3,2,0.0,0,0.0,1,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,1,62,91,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,25-26-champions-league-liverpool-vs-galatasaray,28,0,0,1,0.08,0.01,1,0,0,1,4,2,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,2,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.03,0,62,91,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575,25-26-champions-league-tottenham-hotspur-vs-bodø/glimt,90,1,0,1,0.35,0.02,1,0,0,1,87,70,0.0,0.0,8,0,0.0,7,0.0,0,2,8,1,5,2,0,2,3,2,0.0,0,0.0,0,2,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.8,2,0,97,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588,25-26-champions-league-tottenham-hotspur-vs-bodø/glimt,90,0,0,1,0.23,0.03,0,1,1,5,49,32,0.0,0.0,3,0,0.0,0,0.0,0,0,1,0,1,1,0,6,0,6,0.0,0,0.0,1,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,4,0,97,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,25-26-champions-league-benfica-vs-chelsea,29,0,0,0,0.0,0.0,0,0,0,0,12,3,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,1,1,7,1,0.0,0,0.0,1,3,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,61,96,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
568,25-26-champions-league-tottenham-hotspur-vs-bodø/glimt,90,0,1,1,0.02,0.33,0,1,0,1,78,40,0.0,3.0,13,2,0.0,2,0.0,0,0,2,1,1,0,4,4,6,4,0.0,0,0.0,1,1,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,2,0,97,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,25-26-champions-league-tottenham-hotspur-vs-bodø/glimt,82,0,0,0,0.0,0.11,0,1,0,2,49,29,0.0,0.0,5,0,0.0,1,0.0,0,2,4,1,2,0,1,7,3,7,0.0,0,0.0,2,1,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,4,0,82,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
586,25-26-champions-league-tottenham-hotspur-vs-bodø/glimt,60,0,0,0,0.0,0.27,0,0,0,0,19,8,0.0,2.0,0,0,0.0,0,0.0,0,1,1,1,1,1,2,4,4,3,0.0,1,0.0,2,1,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,1,0,60,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
673,25-26-champions-league-tottenham-hotspur-vs-bodø/glimt,21,0,0,0,0.0,0.0,0,0,0,2,17,10,0.0,0.0,1,0,0.0,1,0.0,0,0,1,0,0,0,0,3,0,3,0.0,0,0.0,1,0,0,0,0.0,0.0,0,0,0,,0,0,0,0,0.0,0.0,0.0,2,69,97,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
