player_id,match_id,minutes_played,goals,assists,total_shots,xg,xa,shots_on_target,successful_dribbles,big_chances_missed,touches_opposition_box,touches,accurate_passes,accurate_passes_percent,chances_created,final_third_passes,accurate_crosses,accurate_crosses_percent,accurate_long_balls,accurate_long_balls_percent,tackles_won,interceptions,recoveries,blocks,clearances,headed_clearances,dribbled_past,duels_won,duels_lost,ground_duels_won,ground_duels_won_percent,aerial_duels_won,aerial_duels_won_percent,was_fouled,fouls_committed,saves,goals_conceded,xgot_faced,goals_prevented,sweeper_actions,gk_accurate_passes,gk_accurate_long_balls,dispossessed,high_claim,corners,saves_inside_box,offsides,successful_dribbles_percent,tackles_won_percent,xgot,tackles,start_min,finish_min,team_goals_conceded,penalties_scored,penalties_missed,top_speed,distance_covered,walking_distance,running_distance,sprinting_distance,number_of_sprints,defensive_contributions
136,25-26-prem-brentford-vs-burnley,89,2,0,4,1.17,0.01,2,0,0,7,22,7,0.0,0.0,2,0,0.0,0,0.0,0,0,1,0,4,2,0,2,4,1,0.0,1,0.0,1,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,1.75,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,25-26-prem-brentford-vs-burnley,90,0,0,2,0.64,0.01,0,2,2,4,85,44,0.0,1.0,11,0,0.0,4,0.0,0,3,10,1,17,12,0,6,7,3,0.0,3,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,1,0,90,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661,25-26-prem-west-ham-united-vs-liverpool,22,0,0,1,0.04,0.01,0,0,0,2,17,6,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,1,1,0,2,5,1,0.0,1,0.0,0,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,1,0,90,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
612,25-26-prem-west-ham-united-vs-liverpool,84,0,0,1,0.01,0.02,0,2,0,0,60,37,0.0,0.0,10,0,0.0,4,0.0,0,0,7,0,1,1,2,4,8,4,0.0,0,0.0,2,3,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,90,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,25-26-prem-brentford-vs-burnley,90,1,0,3,0.77,0.23,1,2,0,7,52,12,0.0,2.0,4,1,0.0,1,0.0,0,0,1,0,2,2,0,10,7,4,0.0,6,0.0,1,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.39,1,0,90,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,25-26-prem-west-ham-united-vs-liverpool,2,0,0,0,0.0,0.0,0,0,0,1,2,1,0.0,0.0,1,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,90,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,25-26-prem-manchester-city-vs-leeds-united,90,2,0,4,0.7,0.22,3,0,1,4,71,40,0.0,1.0,2,3,0.0,5,0.0,0,0,1,1,0,0,0,4,5,2,0.0,2,0.0,2,3,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,1.1,0,0,90,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,25-26-prem-manchester-city-vs-leeds-united,75,0,0,4,0.22,0.26,0,2,0,2,53,35,0.0,1.0,8,1,0.0,0,0.0,0,1,2,1,0,0,0,5,3,5,0.0,0,0.0,2,2,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,1,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
691,25-26-prem-manchester-city-vs-leeds-united,45,1,0,1,0.13,0.0,1,1,0,3,15,1,0.0,0.0,1,0,0.0,0,0.0,0,0,1,0,1,1,0,6,8,4,0.0,2,0.0,3,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.64,0,0,90,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
736,25-26-prem-manchester-city-vs-leeds-united,90,0,0,0,0.0,0.0,0,0,0,0,34,26,0.0,0.0,1,0,0.0,4,0.0,0,0,9,0,1,0,0,0,0,0,0.0,0,0.0,0,0,1,2,2.29,0.29,0,26,4,0.0,0,0,0,0,0.0,0.0,0.0,0,0,90,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,25-26-prem-manchester-city-vs-leeds-united,82,1,0,3,1.01,0.0,2,0,1,3,22,7,0.0,0.0,0,0,0.0,0,0.0,0,0,1,0,1,1,0,7,4,2,0.0,5,0.0,1,2,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,1.65,1,0,0,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
665,25-26-prem-manchester-city-vs-leeds-united,90,0,0,0,0.0,0.0,0,0,0,0,57,23,0.0,0.0,13,0,0.0,8,0.0,0,0,8,0,1,0,0,0,1,0,0.0,0,0.0,0,0,6,3,3.68,0.68,1,23,8,0.0,0,0,0,0,0.0,0.0,0.0,0,0,90,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,25-26-prem-manchester-city-vs-leeds-united,90,0,0,1,0.15,0.02,1,1,0,1,69,46,0.0,0.0,2,0,0.0,2,0.0,0,1,4,0,0,0,0,2,1,2,0.0,0,0.0,1,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,90,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,25-26-prem-manchester-city-vs-leeds-united,90,0,0,0,0.0,0.21,0,0,0,0,56,38,0.0,2.0,4,2,0.0,2,0.0,0,1,5,1,0,0,1,4,7,4,0.0,0,0.0,0,4,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,4,0,90,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,25-26-prem-manchester-city-vs-leeds-united,90,0,0,1,0.13,0.01,1,0,0,8,25,7,0.0,1.0,2,0,0.0,2,0.0,0,0,0,1,3,3,0,4,8,2,0.0,2,0.0,1,2,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.4,1,0,90,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,25-26-prem-manchester-city-vs-leeds-united,21,0,0,1,0.01,0.01,0,1,0,2,12,2,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,1,0,0,5,0,4,0.0,1,0.0,1,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,2,0,90,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,25-26-prem-brentford-vs-burnley,90,0,0,3,0.17,0.22,1,1,0,3,76,43,0.0,2.0,14,1,0.0,4,0.0,0,1,9,0,1,1,0,5,2,3,0.0,2,0.0,1,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.01,1,0,90,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,25-26-prem-manchester-city-vs-leeds-united,89,0,0,1,0.07,0.13,0,0,0,2,72,59,0.0,1.0,4,0,0.0,4,0.0,0,0,2,0,1,0,0,0,5,0,0.0,0,0.0,0,2,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,25-26-prem-manchester-city-vs-leeds-united,90,0,0,1,0.03,0.02,0,0,0,0,78,68,0.0,0.0,12,0,0.0,4,0.0,0,0,2,0,1,1,0,3,3,0,0.0,3,0.0,0,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,90,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,25-26-prem-manchester-city-vs-leeds-united,45,0,0,0,0.0,0.03,0,0,0,0,24,9,0.0,1.0,2,0,0.0,1,0.0,0,0,3,0,0,0,0,6,5,6,0.0,0,0.0,3,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,3,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,25-26-prem-manchester-city-vs-leeds-united,45,0,0,0,0.0,0.02,0,1,0,1,12,2,0.0,0.0,0,0,0.0,0,0.0,0,1,0,0,0,0,0,4,1,4,0.0,0,0.0,1,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,2,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
706,25-26-prem-manchester-city-vs-leeds-united,69,0,0,0,0.0,0.0,0,0,0,1,37,21,0.0,0.0,3,0,0.0,3,0.0,0,1,2,2,2,2,0,4,0,2,0.0,2,0.0,3,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,25-26-prem-manchester-city-vs-leeds-united,90,0,1,0,0.0,0.27,0,0,0,2,76,52,0.0,1.0,4,0,0.0,2,0.0,0,0,7,0,4,4,2,1,8,0,0.0,1,0.0,0,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,90,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,25-26-prem-manchester-city-vs-leeds-united,45,0,0,1,0.12,0.0,0,0,0,3,32,20,0.0,0.0,3,0,0.0,2,0.0,0,1,2,0,1,0,0,2,3,2,0.0,0,0.0,0,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,2,0,90,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,25-26-prem-manchester-city-vs-leeds-united,90,0,0,0,0.0,0.01,0,0,0,1,49,34,0.0,0.0,5,0,0.0,1,0.0,0,0,3,1,5,3,1,3,1,3,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,3,0,90,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,25-26-prem-manchester-city-vs-leeds-united,90,0,0,0,0.0,0.01,0,0,0,0,46,18,0.0,0.0,7,1,0.0,0,0.0,0,1,6,0,1,1,1,4,3,3,0.0,1,0.0,2,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,1,0,90,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,25-26-prem-brentford-vs-burnley,90,0,0,0,0.0,0.12,0,1,0,2,64,22,0.0,1.0,1,1,0.0,0,0.0,0,3,3,0,4,3,0,5,3,3,0.0,2,0.0,0,1,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,2,0,90,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,25-26-prem-brentford-vs-burnley,90,0,0,1,0.09,0.01,0,0,0,3,59,43,0.0,1.0,6,0,0.0,1,0.0,0,0,3,0,8,7,0,6,2,0,0.0,6,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,90,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
